CCSP,CDCS,ADCS,CDWS,GL,NDCS,NRBCON,SL,ZSCS,EURUSD,USDCLP,USDCNY,USDPEN,USInflation,ChinaInflation
40638.0,5287.15,1606.75,333810.0,1129.03,9836.0,1.39,15.02,1672.3,1.13,682.43,6.37,3.19,0.0,1.6
38790.0,5028.85,1555.65,324785.0,1137.58,9839.6,1.37,14.84,1632.75,1.12,702.22,6.38,3.21,0.0,1.6
38711.67,5156.15,1551.65,318690.0,1129.42,10039.8,1.38,15.14,1656.6,1.12,688.82,6.36,3.22,0.16,1.36
39662.83,5254.25,1570.85,304520.0,1154.06,10357.1,1.37,15.85,1749.7,1.13,676.35,6.34,3.21,0.2,1.3
39773.0,5271.75,1541.4,293285.0,1177.85,10448.05,1.3,15.99,1775.6,1.14,679.0,6.35,3.23,0.2,1.3
39200.0,5207.4,1454.4,278790.0,1165.02,10423.2,1.29,15.79,1720.0,1.11,688.52,6.35,3.25,0.2,1.3
38866.0,5152.85,1454.45,269080.0,1138.74,10195.2,1.39,15.53,1684.9,1.1,689.66,6.34,3.27,0.32,1.38
38222.0,5014.45,1495.3,263700.0,1096.53,9645.2,1.37,14.76,1627.25,1.08,697.24,6.35,3.3,0.5,1.5
36688.0,4802.75,1475.3,259350.0,1081.51,9346.2,1.26,14.24,1579.95,1.07,705.63,6.37,3.32,0.5,1.5
34364.0,4605.45,1441.4,252890.0,1074.99,8709.3,1.31,14.17,1531.75,1.06,712.27,6.38,3.35,0.5,1.5
34949.0,4609.3,1458.65,244695.0,1066.95,8918.0,1.38,14.15,1556.85,1.06,710.64,6.39,3.36,0.54,1.52
35212.0,4577.8,1479.65,237510.0,1069.37,8816.2,1.25,14.2,1517.65,1.08,704.21,6.41,3.36,0.7,1.6
35718.0,4617.9,1487.8,232430.0,1067.73,8599.7,1.26,13.92,1516.05,1.1,707.89,6.45,3.37,0.7,1.6
35762.0,4644.0,1503.4,231920.0,1067.86,8692.4,1.23,14.08,1497.4,1.09,699.94,6.48,3.36,0.7,1.6
36180.0,4710.2,1533.15,235645.0,1072.06,8648.9,1.25,14.17,1556.25,1.1,702.7,6.48,3.39,0.7,1.6
36415.0,4670.6,1485.53,236047.5,1067.08,8602.8,1.27,13.87,1577.3,1.08,710.96,6.5,3.4,1.12,1.72
35770.0,4469.25,1466.05,237170.0,1097.28,8400.6,1.13,13.96,1488.05,1.09,724.94,6.58,3.42,1.4,1.8
34913.0,4385.5,1480.9,234555.0,1087.17,8475.7,1.04,13.96,1489.65,1.09,728.17,6.58,3.42,1.4,1.8
34966.0,4440.4,1480.3,237395.0,1105.32,8611.35,1.04,14.17,1518.5,1.09,721.99,6.58,3.45,1.4,1.8
35386.0,4566.3,1518.05,240475.0,1122.9,8507.45,1.06,14.31,1630.25,1.09,712.72,6.58,3.47,1.24,2.0
35762.5,4618.15,1507.4,230395.0,1169.64,8268.55,0.98,14.99,1700.7,1.12,706.5,6.57,3.48,1.0,2.3
35632.0,4508.9,1501.3,220975.0,1217.81,7953.9,0.98,15.45,1694.55,1.12,707.82,6.54,3.5,1.0,2.3
35575.0,4626.75,1551.85,207510.0,1219.67,8521.1,0.98,15.28,1723.15,1.11,697.93,6.52,3.5,1.0,2.3
35741.0,4680.9,1582.5,197605.0,1230.75,8484.7,1.09,14.95,1752.9,1.09,692.08,6.54,3.52,0.98,2.3
36981.0,4916.95,1596.35,187050.0,1258.13,8980.35,1.34,15.31,1811.45,1.1,682.34,6.53,3.47,0.9,2.3
37062.0,4954.0,1543.0,176155.0,1248.22,8694.6,1.44,15.38,1772.45,1.11,682.1,6.5,3.39,0.9,2.3
37720.0,5059.3,1492.05,158695.0,1253.06,8704.1,1.45,15.79,1829.55,1.12,675.75,6.49,3.37,0.9,2.3
37660.0,4958.35,1470.2,150335.0,1223.12,8560.22,1.46,15.23,1791.7,1.12,679.87,6.51,3.37,0.9,2.3
36891.0,4843.05,1506.85,143700.0,1224.92,8375.65,1.41,15.13,1821.75,1.14,671.46,6.47,3.34,1.02,2.3
36262.0,4720.15,1500.05,145110.0,1242.76,8552.95,1.46,15.53,1770.3,1.14,678.82,6.47,3.35,1.1,2.3
36874.0,4865.9,1561.55,146585.0,1236.94,9027.4,1.48,16.33,1878.52,1.13,664.68,6.47,3.26,1.1,2.3
37620.0,5006.35,1634.85,149030.0,1240.83,9134.95,1.53,16.99,1898.0,1.13,666.4,6.48,3.26,1.1,2.3
37352.0,4971.62,1646.8,151837.5,1276.22,9351.73,1.57,17.49,1903.55,1.14,663.74,6.48,3.28,1.06,2.18
36486.0,4779.4,1573.55,158550.0,1274.8,8927.1,1.48,17.24,1858.25,1.14,670.97,6.51,3.32,1.0,2.0
35656.0,4657.9,1531.2,158815.0,1272.89,8693.25,1.6,17.14,1884.45,1.13,687.45,6.51,3.32,1.0,2.0
35430.0,4601.0,1539.9,156685.0,1247.99,8440.2,1.64,16.48,1849.5,1.12,694.32,6.55,3.33,1.0,2.0
35816.0,4695.92,1543.58,153887.5,1215.29,8361.85,1.63,16.15,1888.38,1.11,689.61,6.56,3.34,1.0,2.0
35810.0,4639.4,1543.1,166435.0,1230.92,8495.45,1.61,16.22,1991.8,1.13,684.69,6.57,3.34,1.0,1.9
35620.0,4520.0,1588.3,208420.0,1274.73,8873.65,1.57,17.27,2054.95,1.13,681.75,6.57,3.31,1.0,1.9
35704.0,4597.85,1612.78,196660.0,1284.88,9044.2,1.53,17.37,1999.6,1.13,682.23,6.59,3.31,1.0,1.9
36428.0,4733.35,1613.3,192420.0,1294.71,9112.35,1.54,17.54,2031.35,1.12,674.27,6.61,3.29,1.0,1.9
37626.0,4849.45,1641.95,192435.0,1337.38,9706.3,1.49,19.39,2111.6,1.11,661.13,6.65,3.28,0.88,1.84
37062.0,4736.25,1645.3,224770.0,1355.32,9987.55,1.39,20.07,2131.1,1.11,661.06,6.69,3.27,0.8,1.8
38244.0,4926.1,1652.05,230995.0,1334.92,10379.85,1.4,20.14,2201.9,1.11,652.4,6.69,3.28,0.8,1.8
38216.0,4927.05,1593.3,222840.0,1320.7,10479.2,1.35,19.57,2239.6,1.1,654.28,6.68,3.33,0.8,1.8
37888.0,4877.65,1611.5,210465.0,1348.24,10585.5,1.31,20.35,2230.5,1.12,659.39,6.65,3.35,0.92,1.6
37680.0,4804.5,1626.85,206735.0,1345.92,10679.15,1.36,19.98,2266.45,1.11,654.78,6.65,3.33,1.1,1.3
37334.0,4793.0,1653.75,204730.0,1340.84,10488.4,1.37,19.87,2259.6,1.12,648.26,6.63,3.3,1.1,1.3
37200.0,4752.75,1664.2,221360.0,1343.75,10241.05,1.49,19.26,2287.2,1.13,663.25,6.64,3.32,1.1,1.3
36476.0,4605.95,1624.83,270155.0,1319.78,9806.2,1.49,18.62,2307.12,1.12,669.63,6.67,3.35,1.1,1.3
36578.0,4611.3,1580.9,316060.0,1325.12,9927.65,1.32,19.28,2341.45,1.12,673.48,6.68,3.38,1.42,1.78
36714.0,4619.8,1560.4,347200.0,1330.88,10124.2,1.38,19.26,2274.45,1.12,668.4,6.67,3.37,1.5,1.9
37082.0,4762.6,1564.65,349460.0,1314.73,9897.5,1.41,19.0,2240.6,1.12,673.14,6.67,3.38,1.5,1.9
37696.0,4799.15,1623.05,357265.0,1334.72,10520.4,1.39,19.57,2281.0,1.12,661.06,6.67,3.36,1.5,1.9
37864.0,4812.05,1661.9,372155.0,1307.3,10379.95,1.48,18.79,2368.3,1.12,659.76,6.67,3.38,1.54,1.98
37868.0,4778.95,1674.1,356020.0,1258.03,10247.55,1.49,17.5,2301.35,1.11,666.84,6.68,3.4,1.6,2.1
37758.0,4690.25,1665.75,347375.0,1255.81,10394.6,1.49,17.47,2251.1,1.1,668.54,6.73,3.4,1.6,2.1
37646.0,4647.55,1626.6,344945.0,1267.03,10105.3,1.51,17.59,2293.75,1.09,661.64,6.76,3.37,1.6,2.1
38428.0,4818.9,1710.95,326875.0,1274.93,10350.85,1.47,17.83,2396.7,1.1,652.1,6.77,3.36,1.62,2.14
39500.0,5025.85,1722.55,304925.0,1291.73,10688.5,1.4,18.34,2447.85,1.11,651.07,6.76,3.37,1.7,2.3
44772.0,5521.95,1750.85,271320.0,1242.53,11331.4,1.32,17.67,2526.85,1.08,663.42,6.82,3.39,1.7,2.3
44394.0,5492.45,1722.2,251305.0,1215.17,11192.7,1.36,16.67,2539.1,1.06,675.82,6.88,3.4,1.7,2.3
47514.0,5799.65,1754.6,236440.0,1187.38,11442.05,1.4,16.46,2749.15,1.06,675.94,6.9,3.42,1.7,2.3
46838.0,5836.0,1722.95,233610.0,1172.2,11382.5,1.54,16.61,2716.35,1.07,668.45,6.88,3.4,2.02,2.14
47114.0,5762.2,1736.1,232020.0,1164.52,11285.95,1.52,16.97,2697.1,1.06,652.02,6.89,3.4,2.1,2.1
46020.0,5608.8,1733.9,314000.0,1135.13,11086.0,1.56,16.16,2701.45,1.04,670.03,6.94,3.4,2.1,2.1
44432.0,5489.6,1731.6,335115.0,1132.94,10438.45,1.63,15.81,2581.3,1.05,673.85,6.95,3.38,2.1,2.1
45314.0,5503.2,1702.35,322105.0,1152.5,9966.55,1.66,16.03,2533.3,1.05,670.39,6.95,3.36,2.26,2.26
45290.0,5612.95,1723.9,298215.0,1176.8,10299.3,1.61,16.55,2630.35,1.06,667.71,6.92,3.37,2.5,2.5
47148.0,5792.4,1792.85,282400.0,1200.47,10214.85,1.6,16.85,2719.8,1.06,661.85,6.9,3.36,2.5,2.5
46614.0,5776.7,1850.25,274470.0,1208.92,9808.2,1.56,17.08,2770.65,1.07,656.38,6.86,3.3,2.5,2.5
47302.0,5889.8,1816.6,265450.0,1197.03,9586.9,1.53,17.09,2780.7,1.07,648.68,6.88,3.28,2.5,2.5
46735.0,5837.1,1816.8,256935.0,1222.82,10280.3,1.53,17.57,2818.7,1.08,643.18,6.87,3.27,2.7,0.8
48042.0,5975.4,1854.85,249125.0,1231.24,10537.05,1.56,17.8,2888.75,1.06,643.11,6.87,3.26,2.7,0.8
48632.0,6015.95,1883.15,229415.0,1235.91,10954.35,1.52,18.0,2856.65,1.06,640.53,6.87,3.25,2.7,0.8
47886.0,5935.2,1888.2,210845.0,1248.85,10801.5,1.52,18.21,2818.1,1.06,645.43,6.87,3.25,2.7,0.8
47830.0,5885.05,1892.1,218875.0,1231.78,10852.85,1.66,17.87,2761.95,1.06,656.29,6.89,3.28,2.4,0.9
46672.0,5742.15,1860.25,320915.0,1202.83,10071.6,1.61,16.99,2702.45,1.06,665.34,6.91,3.28,2.4,0.9
47404.0,5850.45,1897.0,335995.0,1230.16,10141.85,1.6,17.38,2823.25,1.07,661.48,6.9,3.25,2.4,0.9
46492.0,5788.05,1923.95,314840.0,1248.25,9872.35,1.61,17.8,2797.7,1.08,662.45,6.88,3.24,2.4,0.9
47192.0,5823.9,1946.6,291355.0,1250.69,9942.75,1.69,18.21,2766.25,1.07,660.26,6.88,3.24,2.32,1.02
47236.0,5788.9,1930.3,267175.0,1257.81,10054.45,1.74,18.13,2650.45,1.06,655.23,6.9,3.24,2.2,1.2
46202.0,5599.85,1885.0,256815.0,1286.79,9516.2,1.73,18.42,2563.6,1.06,648.86,6.88,3.25,2.2,1.2
45860.0,5603.15,1927.3,266285.0,1276.85,9298.65,1.64,17.9,2579.7,1.08,653.44,6.88,3.24,2.2,1.2
46401.0,5715.85,1921.58,258430.0,1262.63,9353.6,1.55,17.1,2621.6,1.09,665.29,6.89,3.24,2.08,1.32
45446.0,5519.15,1891.15,330360.0,1227.93,9107.0,1.5,16.27,2582.8,1.09,674.15,6.9,3.27,1.9,1.5
45010.0,5544.65,1887.5,330590.0,1227.43,9177.4,1.58,16.47,2562.85,1.1,670.27,6.89,3.27,1.9,1.5
45466.0,5640.75,1932.1,335755.0,1254.43,9256.1,1.64,16.89,2587.25,1.12,671.32,6.88,3.27,1.9,1.5
45734.0,5655.07,1941.6,319605.0,1261.86,9045.2,1.64,17.29,2623.1,1.12,672.19,6.86,3.27,1.9,1.5
45282.0,5631.3,1915.46,305380.0,1277.13,8854.4,1.58,17.46,2513.95,1.13,670.28,6.8,3.26,1.66,1.5
45596.0,5700.7,1892.15,282575.0,1272.58,8782.2,1.49,17.17,2464.7,1.12,663.84,6.8,3.26,1.6,1.5
45526.0,5655.4,1868.15,267365.0,1250.69,8855.35,1.44,16.62,2513.45,1.12,663.36,6.81,3.27,1.6,1.5
45960.0,5766.15,1861.6,255985.0,1248.63,9027.4,1.44,16.57,2699.4,1.12,662.44,6.83,3.25,1.6,1.5
46998.0,5899.75,1911.4,259110.0,1235.69,9262.2,1.51,16.42,2767.95,1.14,663.71,6.79,3.24,1.64,1.46
46844.0,5817.05,1907.4,317100.0,1218.97,9017.35,1.51,15.82,2790.2,1.14,665.86,6.8,3.25,1.7,1.4
47178.0,5916.55,1897.5,313295.0,1228.22,9428.6,1.55,15.97,2802.7,1.15,658.95,6.77,3.24,1.7,1.4
47732.0,6003.55,1895.65,306930.0,1248.86,9639.3,1.59,16.39,2763.8,1.16,651.61,6.76,3.24,1.7,1.4
49966.0,6308.2,1900.35,299690.0,1265.1,10129.4,1.66,16.68,2784.05,1.18,649.82,6.73,3.24,1.74,1.48
50190.0,6366.3,1929.8,297880.0,1262.1,10360.2,1.63,16.42,2827.5,1.18,649.84,6.72,3.23,1.9,1.8
50296.0,6383.0,2034.05,284990.0,1280.91,10595.3,1.6,16.94,2915.1,1.18,647.77,6.67,3.24,1.9,1.8
50766.0,6500.7,2086.1,268710.0,1285.96,10986.5,1.59,17.0,3101.2,1.18,643.85,6.67,3.23,1.9,1.8
51994.0,6666.25,2086.85,241070.0,1297.19,11581.0,1.69,17.16,3087.82,1.19,633.05,6.63,3.23,1.9,1.8
52890.0,6812.05,2090.7,222685.0,1325.32,11889.25,1.84,17.68,3151.4,1.19,625.49,6.56,3.23,2.08,1.68
52298.0,6755.6,2085.9,213165.0,1337.46,11861.85,1.66,17.89,3076.45,1.2,619.01,6.51,3.23,2.2,1.6
50768.0,6478.2,2071.85,286100.0,1317.78,11127.4,1.65,17.51,3065.35,1.19,624.52,6.56,3.24,2.2,1.6
50448.0,6419.0,2131.65,308910.0,1298.56,10693.7,1.68,17.0,3134.8,1.19,626.78,6.6,3.25,2.2,1.6
51188.0,6442.15,2098.2,299035.0,1278.3,10353.5,1.6,16.67,3225.85,1.17,636.81,6.65,3.26,2.12,1.72
52298.0,6613.5,2142.1,293785.0,1277.82,10679.0,1.58,16.79,3333.7,1.17,630.9,6.63,3.26,2.0,1.9
53904.0,6918.85,2112.3,286595.0,1293.76,11503.5,1.61,17.18,3253.55,1.18,622.53,6.59,3.24,2.0,1.9
55272.0,6957.9,2128.0,287220.0,1281.61,11733.5,1.67,17.02,3186.5,1.18,628.6,6.63,3.23,2.0,1.9
54608.0,6880.2,2156.65,275170.0,1272.6,11794.0,1.76,16.8,3273.2,1.17,634.6,6.64,3.24,2.0,1.9
54488.0,6878.2,2150.47,270805.0,1275.29,12695.4,1.79,17.04,3267.7,1.16,632.79,6.62,3.24,2.2,1.7
53668.0,6787.6,2080.12,260075.0,1280.09,12220.8,1.8,16.99,3231.65,1.17,630.54,6.63,3.24,2.2,1.7
52972.0,6771.45,2078.1,246095.0,1281.49,11512.2,1.74,17.04,3199.5,1.18,631.69,6.63,3.24,2.2,1.7
53882.0,6906.4,2102.3,211965.0,1291.72,11687.1,1.78,17.02,3236.4,1.18,635.86,6.6,3.23,2.2,1.7
53032.0,6717.6,2046.7,187750.0,1276.08,11172.2,1.72,16.35,3188.2,1.19,647.76,6.61,3.23,2.14,1.76
51564.0,6569.05,1996.2,194175.0,1248.6,10962.3,1.7,15.78,3114.75,1.18,654.49,6.62,3.23,2.1,1.8
52756.0,6817.55,2041.9,195360.0,1257.21,11427.2,1.67,16.05,3185.25,1.18,632.32,6.61,3.26,2.1,1.8
54040.0,7082.6,2168.65,201620.0,1272.67,12036.1,1.76,16.3,3249.65,1.19,620.11,6.56,3.24,2.1,1.8
54897.0,7201.53,2255.65,201702.5,1300.94,12448.8,1.78,16.89,3331.6,1.2,612.26,6.52,3.23,2.1,1.68
54586.0,7092.95,2185.8,202350.0,1317.33,12515.9,1.81,17.1,3373.3,1.2,605.92,6.5,3.21,2.1,1.5
54512.0,7101.35,2186.3,203405.0,1330.78,12685.9,1.84,17.12,3425.1,1.21,605.2,6.47,3.21,2.1,1.5
53526.0,6986.6,2224.95,216330.0,1331.91,12596.85,1.88,16.98,3424.05,1.22,606.6,6.41,3.21,2.1,1.5
53198.0,7060.95,2231.55,300200.0,1346.77,13582.6,1.92,17.28,3526.65,1.24,602.72,6.33,3.21,2.1,1.5
52754.0,7064.2,2207.35,303280.0,1337.76,13595.0,1.87,16.87,3571.05,1.24,600.68,6.29,3.22,2.18,2.62
51768.0,6816.9,2141.95,322835.0,1320.96,13127.8,1.72,16.42,3441.65,1.23,600.32,6.31,3.26,2.2,2.9
52270.0,7115.8,2207.15,335210.0,1345.09,13827.1,1.74,16.67,3586.0,1.24,593.7,6.34,3.25,2.2,2.9
52703.0,7066.05,2183.8,333260.0,1327.22,13796.8,1.79,16.52,3556.6,1.23,591.19,6.33,3.25,2.2,2.9
52014.0,6896.9,2140.8,325105.0,1322.27,13512.6,1.89,16.48,3370.65,1.23,597.39,6.34,3.25,2.36,2.26
51568.0,6887.65,2082.25,316995.0,1323.84,13602.4,1.89,16.51,3257.5,1.23,603.52,6.33,3.25,2.4,2.1
51334.0,6849.7,2062.95,320470.0,1316.5,13552.3,1.94,16.33,3237.25,1.23,606.75,6.32,3.26,2.4,2.1
49916.0,6638.65,2036.6,339175.0,1341.12,13063.1,2.01,16.53,3243.55,1.24,606.4,6.3,3.23,2.4,2.1
49858.0,6703.3,1980.35,384075.0,1329.7,13284.8,1.99,16.38,3290.0,1.23,603.78,6.29,3.22,2.44,1.98
50626.0,6779.9,2067.7,372675.0,1333.64,13326.7,1.99,16.41,3235.4,1.23,603.02,6.3,3.23,2.5,1.8
50802.0,6840.05,2349.2,359295.0,1345.15,13973.9,2.05,16.61,3137.0,1.24,596.5,6.28,3.22,2.5,1.8
51622.0,6948.25,2408.9,353670.0,1336.96,14630.1,2.09,16.96,3218.2,1.23,597.37,6.29,3.22,2.5,1.8
51508.0,6826.85,2252.9,337285.0,1316.46,13857.35,2.11,16.38,3112.1,1.21,607.73,6.33,3.23,2.56,1.8
50908.0,6764.58,2344.57,312325.0,1312.01,13872.1,2.1,16.43,3031.75,1.2,624.24,6.36,3.27,2.8,1.8
51032.0,6838.5,2325.65,288100.0,1311.19,14092.5,2.19,16.5,3055.85,1.19,626.67,6.35,3.26,2.8,1.8
51054.0,6854.35,2288.6,299115.0,1291.59,14590.0,2.25,16.43,3080.45,1.18,632.22,6.37,3.27,2.8,1.8
51368.0,6853.08,2264.38,296085.0,1299.19,14757.25,2.19,16.47,3053.47,1.16,625.47,6.4,3.27,2.8,1.8
51468.0,6925.3,2298.25,307500.0,1296.07,15343.1,2.14,16.42,3137.35,1.17,630.77,6.41,3.26,2.86,1.86
53410.0,7266.15,2309.5,303850.0,1297.44,15347.65,2.1,16.77,3221.05,1.18,631.81,6.4,3.26,2.9,1.9
53014.0,7049.2,2228.3,294105.0,1286.61,15064.9,2.07,16.69,3147.35,1.16,636.29,6.43,3.27,2.9,1.9
51530.0,6761.6,2170.35,306250.0,1265.68,14865.8,2.05,16.3,2956.95,1.16,639.54,6.52,3.27,2.9,1.9
51234.0,6591.8,2145.55,293590.0,1249.41,14630.7,2.13,15.98,2898.15,1.16,651.24,6.63,3.27,2.9,1.98
49742.0,6342.8,2117.75,275575.0,1256.34,14036.6,2.13,16.04,2724.95,1.17,652.37,6.63,3.28,2.9,2.1
48602.0,6167.6,2085.45,260775.0,1239.75,13745.9,2.05,15.75,2561.5,1.17,651.16,6.69,3.26,2.9,2.1
48724.0,6129.4,2059.25,255655.0,1226.14,13401.0,2.07,15.42,2614.6,1.17,658.63,6.77,3.27,2.9,2.1
49888.0,6261.1,2055.95,253715.0,1224.52,13745.9,2.15,15.46,2641.45,1.17,642.34,6.8,3.26,2.9,2.1
49436.0,6136.4,2014.35,250395.0,1211.16,13508.55,2.07,15.33,2634.85,1.16,644.27,6.83,3.26,2.7,2.3
49596.0,6127.0,2068.25,252915.0,1204.78,13658.2,2.02,15.22,2548.7,1.14,654.07,6.85,3.27,2.7,2.3
48458.0,5905.8,2016.9,258875.0,1184.24,13264.8,2.0,14.66,2373.1,1.14,667.22,6.87,3.3,2.7,2.3
48582.0,6057.35,2073.48,266535.0,1199.56,13406.7,2.08,14.7,2514.55,1.16,662.69,6.82,3.29,2.7,2.3
48636.0,5968.9,2091.15,264920.0,1199.97,12880.1,2.09,14.48,2468.9,1.16,680.44,6.83,3.3,2.54,2.38
47911.0,5881.7,2026.2,247135.0,1197.44,12290.2,1.97,14.14,2395.65,1.16,690.99,6.85,3.32,2.3,2.5
48516.0,5985.9,2011.85,224025.0,1199.86,12422.8,2.0,14.14,2329.15,1.17,685.32,6.85,3.31,2.3,2.5
50117.0,6244.15,2027.9,215295.0,1202.19,12770.4,2.04,14.3,2487.25,1.17,670.24,6.86,3.3,2.3,2.5
50420.0,6252.4,2055.3,203785.0,1191.88,12507.9,2.1,14.45,2624.75,1.16,659.91,6.88,3.3,2.38,2.5
50364.0,6238.45,2121.1,185950.0,1195.52,12609.4,2.1,14.5,2680.5,1.15,674.69,6.89,3.32,2.5,2.5
50632.0,6266.7,2027.45,167215.0,1217.3,12567.1,1.96,14.54,2642.05,1.16,679.08,6.91,3.33,2.5,2.5
50290.0,6207.75,1999.6,155695.0,1225.12,12365.2,1.89,14.6,2700.3,1.15,678.57,6.94,3.33,2.5,2.5
49854.0,6180.6,1968.4,146105.0,1230.26,11884.7,1.82,14.58,2677.3,1.14,690.13,6.95,3.35,2.5,2.5
49392.0,6169.7,1947.2,161605.0,1227.74,11675.9,1.72,14.56,2570.0,1.14,685.68,6.92,3.36,2.26,2.26
49356.0,6116.85,1949.6,171045.0,1212.37,11486.6,1.62,14.21,2556.9,1.13,683.11,6.94,3.37,2.2,2.2
49502.0,6205.5,1920.05,158285.0,1218.03,11166.9,1.56,14.3,2648.5,1.14,673.28,6.94,3.38,2.2,2.2
49566.0,6233.6,1935.8,140220.0,1222.49,10841.25,1.45,14.31,2602.4,1.13,671.99,6.94,3.37,2.2,2.2
49814.0,6248.7,1952.7,134825.0,1227.16,11021.2,1.43,14.32,2634.3,1.14,671.09,6.91,3.37,2.08,2.08
49448.0,6132.5,1942.85,124280.0,1241.95,10841.6,1.45,14.52,2688.7,1.14,676.72,6.88,3.36,1.9,1.9
49240.0,6094.25,1921.6,120980.0,1243.95,10835.4,1.42,14.65,2603.2,1.14,684.26,6.89,3.34,1.9,1.9
48294.0,5962.28,1905.65,129190.0,1259.37,10811.07,1.31,14.68,2563.4,1.14,690.74,6.89,3.35,1.9,1.9
48246.0,5949.12,1855.63,130965.0,1277.5,10667.58,1.32,15.3,2522.15,1.14,693.81,6.88,3.37,1.84,1.86
47488.0,5844.15,1845.55,132335.0,1287.42,10964.6,1.35,15.62,2508.0,1.14,686.38,6.86,3.35,1.6,1.7
47356.0,5903.5,1821.2,133455.0,1289.45,11361.5,1.4,15.6,2486.6,1.15,674.87,6.78,3.34,1.6,1.7
47608.0,5957.65,1854.5,139030.0,1286.31,11626.6,1.43,15.39,2565.65,1.14,671.0,6.78,3.32,1.6,1.7
47370.0,5972.45,1878.55,146320.0,1296.18,11811.4,1.37,15.57,2662.0,1.14,670.12,6.76,3.34,1.6,1.7
47830.0,6150.95,1887.2,149590.0,1317.05,12690.3,1.41,15.91,2752.2,1.14,655.15,6.73,3.33,1.54,1.58
48086.0,6181.35,1859.65,148990.0,1309.74,12598.25,1.44,15.7,2674.95,1.13,658.34,6.76,3.32,1.5,1.5
48332.0,6226.15,1826.45,143235.0,1321.2,12343.25,1.53,15.72,2633.7,1.13,660.96,6.77,3.33,1.5,1.5
49654.0,6477.5,1878.0,135310.0,1329.09,12858.5,1.59,15.89,2734.55,1.13,651.2,6.71,3.31,1.5,1.5
50062.0,6527.3,1876.8,125505.0,1300.01,13160.0,1.7,15.32,2796.25,1.14,656.23,6.7,3.3,1.74,1.98
49820.0,6463.1,1838.1,115985.0,1292.61,13097.6,1.81,15.21,2786.6,1.12,666.55,6.71,3.3,1.9,2.3
49958.0,6458.05,1890.9,161570.0,1303.15,12947.05,1.87,15.31,2853.1,1.13,668.26,6.71,3.29,1.9,2.3
49824.0,6381.1,1876.3,175425.0,1314.37,12960.1,1.93,15.45,2880.1,1.13,673.38,6.71,3.29,1.9,2.3
49420.0,6412.2,1881.9,169030.0,1294.26,12949.4,1.9,15.11,2957.35,1.12,676.74,6.72,3.31,1.94,2.38
49409.0,6448.4,1860.7,192080.0,1294.92,13105.4,1.97,15.15,2965.2,1.12,664.91,6.72,3.29,2.0,2.5
49384.0,6444.7,1841.75,193325.0,1291.0,12949.05,2.04,15.01,2960.8,1.13,661.67,6.71,3.29,2.0,2.5
49496.0,6449.4,1848.35,189140.0,1274.24,12521.0,2.09,14.95,2867.0,1.12,663.35,6.71,3.3,2.0,2.5
49038.0,6406.25,1823.95,207645.0,1280.25,12279.2,2.11,14.95,2896.3,1.12,675.39,6.73,3.32,2.0,2.5
48428.0,6197.65,1787.35,229080.0,1278.26,12074.15,2.01,14.79,2838.4,1.12,679.8,6.75,3.31,1.8,2.7
47784.0,6062.05,1780.2,211810.0,1289.44,11839.1,1.98,14.76,2726.85,1.12,687.82,6.84,3.31,1.8,2.7
47832.0,6025.3,1798.0,190900.0,1282.42,12079.6,2.03,14.52,2748.35,1.12,694.51,6.9,3.33,1.8,2.7
47178.0,5920.9,1766.85,186255.0,1281.0,12108.1,1.95,14.49,2704.6,1.12,698.53,6.91,3.34,1.8,2.7
46598.0,5830.45,1762.25,206605.0,1304.56,11940.6,1.82,14.61,2657.9,1.12,703.92,6.9,3.36,1.72,2.7
46446.0,5813.75,1742.9,211570.0,1331.92,11632.0,1.73,14.82,2623.0,1.13,693.91,6.91,3.33,1.6,2.7
46464.0,5838.85,1745.65,242795.0,1340.69,11774.0,1.71,14.87,2598.4,1.12,697.01,6.92,3.34,1.6,2.7
46940.0,5956.35,1763.25,245815.0,1397.79,12114.55,1.83,15.35,2596.6,1.13,683.75,6.87,3.31,1.6,2.7
47120.0,5947.15,1774.45,241020.0,1406.72,12393.9,1.93,15.25,2555.8,1.14,679.08,6.87,3.29,1.68,2.74
46468.0,5877.95,1786.0,288265.0,1405.25,12456.4,1.92,15.13,2411.1,1.12,683.13,6.88,3.29,1.8,2.8
46465.0,5956.25,1819.65,290095.0,1411.71,13401.9,1.96,15.3,2446.45,1.13,681.1,6.88,3.28,1.8,2.8
47320.0,5987.35,1813.2,296635.0,1428.35,14460.6,1.85,16.25,2435.9,1.12,686.37,6.88,3.28,1.8,2.8
47114.0,5966.25,1787.7,294010.0,1423.16,14249.6,1.87,16.48,2459.0,1.11,695.27,6.88,3.29,1.8,2.8
46464.0,5759.5,1745.85,285230.0,1447.05,14660.0,1.77,16.33,2357.4,1.11,711.43,6.96,3.34,1.72,2.8
46546.0,5741.6,1739.55,273620.0,1503.19,15550.6,1.67,17.01,2271.1,1.12,709.95,7.05,3.38,1.7,2.8
46566.0,5722.8,1753.7,313050.0,1511.37,16063.3,1.66,17.12,2244.1,1.11,710.23,7.04,3.39,1.7,2.8
46370.0,5651.0,1742.4,331130.0,1519.41,15758.4,1.65,17.48,2263.85,1.11,717.42,7.11,3.38,1.7,2.8
46648.0,5643.4,1721.55,334970.0,1532.86,17375.2,1.6,18.53,2243.8,1.1,722.79,7.16,3.4,1.7,2.88
